Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Prénom du candidat, Candidate's Initial(s) / Initiale(s) du candidat, Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat,Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
24078,Vimy,Vimy,New Democratic Party,Nouveau Parti démocratique,Duhamel,France,,(450) 490-6466,25-Aug-15,3:30:00
24078,Vimy,Vimy,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Jenkins,Brian,,(438) 930-8643,28-Sep-15,1:15:00
24078,Vimy,Vimy,Bloc Québécois,Bloc Québécois,Kaddouri,Barek,,(514) 802-7601,19-Aug-15,11:15:00
24078,Vimy,Vimy,Conservative Party of Canada,Parti conservateur du Canada,Mavros,Anthony,,(514) 995-7588,2-Sep-15,1:30:00
24078,Vimy,Vimy,Liberal Party of Canada,Parti libéral du Canada,Nassif,Eva,,(514) 993-7698,9-Sep-15,2:00:00
24078,Vimy,Vimy,Green Party of Canada,Le Parti Vert du Canada,Núñez Melo,José,,(438) 395-1289,28-Aug-15,10:30:00
35001,Ajax,Ajax,Conservative Party of Canada,Parti conservateur du Canada,Alexander,Chris,,(289) 660-0740,19-Aug-15,11:09:00
35001,Ajax,Ajax,New Democratic Party,Nouveau Parti démocratique,Brown,Stephanie,,,2-Sep-15,8:50:00
35001,Ajax,Ajax,Green Party of Canada,Le Parti Vert du Canada,Hill,Jeff,,(647) 402-9902,11-Sep-15,2:21:00
35001,Ajax,Ajax,Liberal Party of Canada,Parti libéral du Canada,Holland,Mark,,0,15-Sep-15,1:55:00
35001,Ajax,Ajax,United Party of Canada,Parti Uni du Canada,Kesic,Bob,,(905) 619-9059,19-Sep-15,10:20:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,New Democratic Party,Nouveau Parti démocratique,Hughes,Carol,,(705) 261-2622,20-Aug-15,4:00:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green Party of Canada,Le Parti Vert du Canada,Orok,Calvin John,,(807) 822-1875,28-Sep-15,11:45:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative Party of Canada,Parti conservateur du Canada,Robichaud,André,,(705) 335-7157,20-Aug-15,12:00:00
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal Party of Canada,Parti libéral du Canada,Wilson,Heather,,(705) 207-4643,26-Aug-15,11:15:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Liberal Party of Canada,Parti libéral du Canada,Alleslev,Leona,,(647) 693-9640,2-Sep-15,12:16:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Bowles,Kyle,,(416) 462-9541,20-Aug-15,4:37:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Conservative Party of Canada,Parti conservateur du Canada,Menegakis,Costas,,(905) 918-1880,25-Aug-15,1:03:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,New Democratic Party,Nouveau Parti démocratique,Power,Brenda,,,26-Aug-15,3:05:00
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Green Party of Canada,Le Parti Vert du Canada,Ramdeen,Randi,,(647) 278-4825,24-Sep-15,10:14:00
35004,Barrie--Innisfil,Barrie--Innisfil,Conservative Party of Canada,Parti conservateur du Canada,Brassard,John,,(705) 408-0279,4-Sep-15,2:45:00
35004,Barrie--Innisfil,Barrie--Innisfil,New Democratic Party,Nouveau Parti démocratique,Clark,Myrna,,(705) 721-1222,20-Aug-15,4:45:00
35004,Barrie--Innisfil,Barrie--Innisfil,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Nail,Gary,,,27-Sep-15,10:31:00
35004,Barrie--Innisfil,Barrie--Innisfil,Green Party of Canada,Le Parti Vert du Canada,North,Bonnie,,(705) 734-4213,27-Aug-15,5:35:00
35004,Barrie--Innisfil,Barrie--Innisfil,Canadian Action Party,Parti action canadienne,Sakula,Jeff,,(705) 727-9827,24-Aug-15,1:36:00
35004,Barrie--Innisfil,Barrie--Innisfil,Liberal Party of Canada,Parti libéral du Canada,Wilson,Colin,,(705) 719-4435,21-Aug-15,1:30:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Independent,Indépendant,Faerber,Ram,,(705) 726-4605,14-Aug-15,12:20:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Green Party of Canada,Le Parti Vert du Canada,Lancaster,Marty,,(705) 796-8683,12-Aug-15,8:56:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Conservative Party of Canada,Parti conservateur du Canada,Nuttall,Alex,,(705) 818-0840,11-Sep-15,8:45:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Libertarian Party of Canada,Parti Libertarien du Canada,Roskam,Darren,,(705) 252-1956,29-Sep-15,1:43:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Liberal Party of Canada,Parti libéral du Canada,Tamblyn,Brian,,(705) 719-9039,4-Sep-15,4:20:00
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,New Democratic Party,Nouveau Parti démocratique,White,Ellen,,(705) 321-4701,20-Aug-15,3:25:00
35006,Bay of Quinte,Baie de Quinte,New Democratic Party,Nouveau Parti démocratique,Cassidy,Terry,,,17-Aug-15,11:00:00
35006,Bay of Quinte,Baie de Quinte,Liberal Party of Canada,Parti libéral du Canada,Ellis,Neil,,(343) 600-0900,14-Aug-15,1:45:00
35006,Bay of Quinte,Baie de Quinte,Conservative Party of Canada,Parti conservateur du Canada,Jenkins,Jodie,,(613) 243-9600,11-Aug-15,11:00:00
35006,Bay of Quinte,Baie de Quinte,Green Party of Canada,Le Parti Vert du Canada,Nelems,Rachel,,1 866 868-3447,26-Sep-15,12:30:00
35006,Bay of Quinte,Baie de Quinte,Independent,Indépendant,Tuck,Trueman,,(613) 968-5599,28-Aug-15,4:10:00
35007,Beaches--East York,Beaches--East York,Conservative Party of Canada,Parti conservateur du Canada,Burrows,Bill,,(647) 985-8431,17-Aug-15,10:35:00
35007,Beaches--East York,Beaches--East York,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Carter,Roger,,(416) 253-4475,27-Aug-15,2:03:00
35007,Beaches--East York,Beaches--East York,Liberal Party of Canada,Parti libéral du Canada,Erskine-Smith,Nathaniel,,(647) 799-0162,20-Aug-15,1:37:00
35007,Beaches--East York,Beaches--East York,New Democratic Party,Nouveau Parti démocratique,Kellway,Matthew,,(647) 773-6349,17-Aug-15,10:35:00
35007,Beaches--East York,Beaches--East York,Green Party of Canada,Le Parti Vert du Canada,Sach,Randall,,,25-Aug-15,2:26:00
35007,Beaches--East York,Beaches--East York,Independent,Indépendant,Sears,James,,(416) 693-6397,5-Sep-15,1:25:00
35007,Beaches--East York,Beaches--East York,Independent,Indépendant,Surjanac,Peter,,,15-Sep-15,6:39:00
35008,Brampton Centre,Brampton-Centre,Green Party of Canada,Le Parti Vert du Canada,Bottcher,Saul Marquard T.,,(905) 791-2349,23-Sep-15,2:18:00
35008,Brampton Centre,Brampton-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Chilelli,Frank,,(416) 253-4475,28-Aug-15,7:46:00
35008,Brampton Centre,Brampton-Centre,Conservative Party of Canada,Parti conservateur du Canada,Gosal,Bal,,(905) 458-8755,20-Aug-15,7:05:00
35008,Brampton Centre,Brampton-Centre,New Democratic Party,Nouveau Parti démocratique,Keenan,Rosemary,,(647) 636-7850,2-Sep-15,4:25:00
35008,Brampton Centre,Brampton-Centre,Liberal Party of Canada,Parti libéral du Canada,Sangha,Ramesh,,(905) 455-2644,19-Aug-15,4:02:00
35009,Brampton East,Brampton-Est,Conservative Party of Canada,Parti conservateur du Canada,Bajaj,Naval,,(905) 626-8534,21-Aug-15,9:50:00
35009,Brampton East,Brampton-Est,Liberal Party of Canada,Parti libéral du Canada,Grewal,Raj,,(647) 693-9638,18-Aug-15,6:23:00
35009,Brampton East,Brampton-Est,New Democratic Party,Nouveau Parti démocratique,Kahlon,Harbaljit Singh,,(905) 913-9100,19-Aug-15,2:00:00
35009,Brampton East,Brampton-Est,Green Party of Canada,Le Parti Vert du Canada,Lacroix,Kyle,,(647) 990-7050,22-Sep-15,12:51:00
35010,Brampton North,Brampton-Nord,Conservative Party of Canada,Parti conservateur du Canada,Gill,Parm,,(905) 863-4455,11-Aug-15,4:00:00
35010,Brampton North,Brampton-Nord,Communist Party of Canada,Parti communiste du Canada,Hundal,Harinderpal,,(647) 818-6880,8-Sep-15,5:25:00
35010,Brampton North,Brampton-Nord,Liberal Party of Canada,Parti libéral du Canada,Sahota,Ruby,,,28-Aug-15,2:30:00
35010,Brampton North,Brampton-Nord,New Democratic Party,Nouveau Parti démocratique,Singh,Martin,,(905) 595-5122,12-Aug-15,9:25:00
35010,Brampton North,Brampton-Nord,Green Party of Canada,Le Parti Vert du Canada,Thornham,Pauline,,,28-Aug-15,1:55:00
35011,Brampton South,Brampton-Sud,Green Party of Canada,Le Parti Vert du Canada,Hatton,Shaun,,(905) 783-6217,26-Sep-15,10:15:00
35011,Brampton South,Brampton-Sud,New Democratic Party,Nouveau Parti démocratique,Sangha,Amarjit,,(905) 874-9600,4-Sep-15,3:40:00
35011,Brampton South,Brampton-Sud,Conservative Party of Canada,Parti conservateur du Canada,Seeback,Kyle,,(289) 328-1020,12-Aug-15,6:14:00
35011,Brampton South,Brampton-Sud,Liberal Party of Canada,Parti libéral du Canada,Sidhu,Sonia,,(905) 230-9081,27-Aug-15,7:20:00
35012,Brampton West,Brampton-Ouest,Green Party of Canada,Le Parti Vert du Canada,Gobinath,Karthika,,(647) 531-1043,31-Aug-15,4:05:00
35012,Brampton West,Brampton-Ouest,Liberal Party of Canada,Parti libéral du Canada,Khera,Kamal,,(647) 697-9262,1-Sep-15,12:41:00
35012,Brampton West,Brampton-Ouest,New Democratic Party,Nouveau Parti démocratique,Patterson,Adaoma,,(647) 765-5304,25-Aug-15,4:35:00
35012,Brampton West,Brampton-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Thind,Ninder,,(905) 460-8440,15-Aug-15,10:00:00
35013,Brantford--Brant,Brantford--Brant,Green Party of Canada,Le Parti Vert du Canada,Brandt,Kevin,,,28-Aug-15,12:27:00
35013,Brantford--Brant,Brantford--Brant,Libertarian Party of Canada,Parti Libertarien du Canada,Ferguson,Rob,,(519) 754-0927,2-Sep-15,2:07:00
35013,Brantford--Brant,Brantford--Brant,New Democratic Party,Nouveau Parti démocratique,Laferriere,Marc,,(519) 751-9111,9-Sep-15,5:45:00
35013,Brantford--Brant,Brantford--Brant,Conservative Party of Canada,Parti conservateur du Canada,McColeman,Phil,,(519) 770-4870,2-Sep-15,2:38:00
35013,Brantford--Brant,Brantford--Brant,Liberal Party of Canada,Parti libéral du Canada,Takacs,Danielle,,(519) 802-5300,10-Sep-15,7:41:00
35013,Brantford--Brant,Brantford--Brant,Independent,Indépendant,Turmel,The Engineer,,(519) 753-5122,28-Sep-15,8:09:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green Party of Canada,Le Parti Vert du Canada,Albinati,Chris,,(250) 572-2188,23-Sep-15,3:15:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal Party of Canada,Parti libéral du Canada,Love,Kimberley,,(226) 909-2046,15-Sep-15,5:15:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,New Democratic Party,Nouveau Parti démocratique,McLaren,David,,(519) 377-0321,25-Aug-15,11:20:00
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative Party of Canada,Parti conservateur du Canada,Miller,Larry,,(226) 909-1925,13-Aug-15,12:10:00
35015,Burlington,Burlington,Green Party of Canada,Le Parti Vert du Canada,Fiorito,Vince,,(905) 635-1899,18-Sep-15,4:10:00
35015,Burlington,Burlington,Liberal Party of Canada,Parti libéral du Canada,Gould,Karina,,(905) 637-8909,18-Aug-15,12:05:00
35015,Burlington,Burlington,New Democratic Party,Nouveau Parti démocratique,Laird,David,,(289) 812-0023,27-Aug-15,10:09:00
35015,Burlington,Burlington,Conservative Party of Canada,Parti conservateur du Canada,Wallace,Mike,,(289) 337-8158,14-Aug-15,2:25:00
35016,Cambridge,Cambridge,Green Party of Canada,Le Parti Vert du Canada,Braniff,Michele,,,11-Sep-15,5:50:00
35016,Cambridge,Cambridge,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Couto,Manuel,,(416) 253-4475,29-Aug-15,9:00:00
35016,Cambridge,Cambridge,Conservative Party of Canada,Parti conservateur du Canada,Goodyear,Gary,,(519) 620-9009,28-Aug-15,3:40:00
35016,Cambridge,Cambridge,Liberal Party of Canada,Parti libéral du Canada,May,Bryan,,(519) 267-3125,20-Aug-15,4:30:00
35016,Cambridge,Cambridge,Independent,Indépendant,Sperduti,Lee,,(519) 589-4134,15-Sep-15,7:15:00
35016,Cambridge,Cambridge,New Democratic Party,Nouveau Parti démocratique,Stewart,Bobbi,,(226) 473-1001,28-Aug-15,10:00:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Liberal Party of Canada,Parti libéral du Canada,Omstead,Katie,,(519) 480-0320,26-Aug-15,11:30:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Conservative Party of Canada,Parti conservateur du Canada,Van Kesteren,Dave,,(226) 996-1672,24-Aug-15,11:25:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Green Party of Canada,Le Parti Vert du Canada,Vercouteren,Mark,,(519) 437-0264,28-Aug-15,10:35:00
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,New Democratic Party,Nouveau Parti démocratique,Walsh,Tony,,(855) 405-3400,21-Aug-15,3:00:00
35018,Davenport,Davenport,New Democratic Party,Nouveau Parti démocratique,Cash,Andrew,,(647) 290-3040,20-Aug-15,11:59:00
35018,Davenport,Davenport,Liberal Party of Canada,Parti libéral du Canada,Dzerowicz,Julie,,(647) 606-2500,21-Aug-15,1:38:00
35018,Davenport,Davenport,Communist Party of Canada,Parti communiste du Canada,Figueroa,Miguel,,(416) 469-2446,23-Sep-15,9:57:00
35018,Davenport,Davenport,Independent,Indépendant,Kalevar,Chai,,(416) 840-2671,24-Sep-15,5:53:00
35018,Davenport,Davenport,Conservative Party of Canada,Parti conservateur du Canada,Oliveira,Carlos,,(647) 624-2627,14-Sep-15,5:51:00
35018,Davenport,Davenport,Green Party of Canada,Le Parti Vert du Canada,Stein,Dan,,(416) 720-3196,25-Aug-15,2:19:00
35019,Don Valley East,Don Valley-Est,New Democratic Party,Nouveau Parti démocratique,Ahmed,Khalid,,(647) 938-9063,19-Aug-15,4:30:00
35019,Don Valley East,Don Valley-Est,Conservative Party of Canada,Parti conservateur du Canada,Harquail,Maureen,,(647) 478-5431,21-Aug-15,11:22:00
35019,Don Valley East,Don Valley-Est,Liberal Party of Canada,Parti libéral du Canada,Ratansi,Yasmin,,(647) 429-2660,19-Aug-15,11:30:00
35019,Don Valley East,Don Valley-Est,Green Party of Canada,Le Parti Vert du Canada,Sanderson,Laura Elizabeth,,,23-Sep-15,5:38:00
35020,Don Valley North,Don Valley-Nord,Green Party of Canada,Le Parti Vert du Canada,Brown,Caroline,,,26-Sep-15,2:43:00
35020,Don Valley North,Don Valley-Nord,Conservative Party of Canada,Parti conservateur du Canada,Daniel,Joe,,(647) 719-0192,2-Sep-15,3:51:00
35020,Don Valley North,Don Valley-Nord,New Democratic Party,Nouveau Parti démocratique,Sadikali,Akil,,(647) 575-6941,21-Aug-15,4:10:00
35020,Don Valley North,Don Valley-Nord,Liberal Party of Canada,Parti libéral du Canada,Tan,Geng,,(647) 792-6968,31-Aug-15,4:52:00
35021,Don Valley West,Don Valley-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Carmichael,John,,(416) 485-4444,19-Aug-15,6:45:00
35021,Don Valley West,Don Valley-Ouest,Independent,Indépendant,Cromwell,Sharon,,,28-Sep-15,12:25:00
35021,Don Valley West,Don Valley-Ouest,Communist Party of Canada,Parti communiste du Canada,Hill,Elizabeth,,(416) 469-2446,8-Sep-15,12:51:00
35021,Don Valley West,Don Valley-Ouest,Green Party of Canada,Le Parti Vert du Canada,Hunt,Natalie,,,26-Sep-15,2:14:00
35021,Don Valley West,Don Valley-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,Kittredge,John,,,8-Sep-15,7:17:00
35021,Don Valley West,Don Valley-Ouest,Liberal Party of Canada,Parti libéral du Canada,Oliphant,Rob,,(416) 421-6515,20-Aug-15,2:50:00
35021,Don Valley West,Don Valley-Ouest,New Democratic Party,Nouveau Parti démocratique,Riaz,Syeda,,,21-Aug-15,1:25:00
35022,Dufferin--Caledon,Dufferin--Caledon,Liberal Party of Canada,Parti libéral du Canada,Crewson,Ed,,1 888 229-6377,26-Aug-15,12:10:00
35022,Dufferin--Caledon,Dufferin--Caledon,Conservative Party of Canada,Parti conservateur du Canada,Tilson,David Allan,,(905) 951-0565,13-Aug-15,4:05:00
35022,Dufferin--Caledon,Dufferin--Caledon,Green Party of Canada,Le Parti Vert du Canada,Urekar,Nancy,,(289) 966-5454,9-Sep-15,3:20:00
35022,Dufferin--Caledon,Dufferin--Caledon,New Democratic Party,Nouveau Parti démocratique,Yazbek,Rehya,,,30-Aug-15,12:30:00
35023,Durham,Durham,Green Party of Canada,Le Parti Vert du Canada,Leadbetter,Stacey,,,24-Sep-15,6:28:00
35023,Durham,Durham,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Moriarity,Andrew,,,4-Sep-15,1:40:00
35023,Durham,Durham,Conservative Party of Canada,Parti conservateur du Canada,O'Toole,Erin,,(905) 697-0044,24-Aug-15,11:40:00
35023,Durham,Durham,New Democratic Party,Nouveau Parti démocratique,Spence,Derek,,(289) 404-5244,25-Aug-15,4:57:00
35023,Durham,Durham,Liberal Party of Canada,Parti libéral du Canada,Traill,Corinna,,(905) 623-2714,10-Sep-15,3:30:00
35024,Eglinton--Lawrence,Eglinton--Lawrence,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Brunell Solomonovici,Rudy,,(416) 462-9541,28-Sep-15,6:00:00
35024,Eglinton--Lawrence,Eglinton--Lawrence,Libertarian Party of Canada,Parti Libertarien du Canada,Buchman,Ethan,,,28-Sep-15,6:06:00
35024,Eglinton--Lawrence,Eglinton--Lawrence,Green Party of Canada,Le Parti Vert du Canada,Chisholm,Matthew,,(647) 234-3515,27-Sep-15,4:07:00
35024,Eglinton--Lawrence,Eglinton--Lawrence,Liberal Party of Canada,Parti libéral du Canada,Mendicino,Marco,,(416) 514-0301,25-Aug-15,12:55:00
35024,Eglinton--Lawrence,Eglinton--Lawrence,Conservative Party of Canada,Parti conservateur du Canada,Oliver,Joe,,(416) 781-7979,16-Aug-15,11:11:00
35024,Eglinton--Lawrence,Eglinton--Lawrence,New Democratic Party,Nouveau Parti démocratique,Thomson,Andrew,,(647) 286-9098,12-Sep-15,2:10:00
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal Party of Canada,Parti libéral du Canada,Baldwin-Sands,Lori,,(226) 289-2101,3-Sep-15,11:41:00
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Rhinoceros Party,Parti Rhinocéros,Bernardi,Lou,,(438) 888-2752,17-Sep-15,10:50:00
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Hopkins,Michael,,(519) 207-0418,1-Sep-15,1:00:00
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Green Party of Canada,Le Parti Vert du Canada,Morgan,Bronagh Joyce,,(519) 451-1399,9-Sep-15,4:25:00
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,New Democratic Party,Nouveau Parti démocratique,Sinclair,Fred,,(519) 633-6373,27-Aug-15,2:25:00
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative Party of Canada,Parti conservateur du Canada,Vecchio,Karen Louise,,(519) 633-3333,24-Aug-15,12:50:00
35026,Essex,Essex,Green Party of Canada,Le Parti Vert du Canada,Alderson,Jennifer,,(519) 564-5128,8-Sep-15,3:19:00
35026,Essex,Essex,Liberal Party of Canada,Parti libéral du Canada,Festeryga,Audrey,,(519) 962-5155,15-Sep-15,12:44:00
35026,Essex,Essex,New Democratic Party,Nouveau Parti démocratique,Ramsey,Tracey,,(519) 776-7637,20-Aug-15,2:29:00
35026,Essex,Essex,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Villamizar,Enver,,(416) 253-4475,28-Aug-15,11:00:00
35026,Essex,Essex,Conservative Party of Canada,Parti conservateur du Canada,Watson,Jeff,,(519) 968-3457,15-Sep-15,12:45:00
35027,Etobicoke Centre,Etobicoke-Centre,New Democratic Party,Nouveau Parti démocratique,De Mello,Tanya,,,27-Aug-15,12:05:00
35027,Etobicoke Centre,Etobicoke-Centre,Conservative Party of Canada,Parti conservateur du Canada,Opitz,Ted,,,13-Aug-15,8:45:00
35027,Etobicoke Centre,Etobicoke-Centre,Green Party of Canada,Le Parti Vert du Canada,Rizvi,Shawn,,,28-Sep-15,11:15:00
35027,Etobicoke Centre,Etobicoke-Centre,Progressive Canadian Party,Parti Progressiste Canadien,Wolvin,Rob,,(416) 524-4300,30-Sep-15,12:25:00
35027,Etobicoke Centre,Etobicoke-Centre,Liberal Party of Canada,Parti libéral du Canada,Wrzesnewskyj,Borys,,(416) 620-1060,27-Aug-15,12:15:00
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Liberal Party of Canada,Parti libéral du Canada,Maloney,James,,(647) 748-2015,10-Sep-15,1:15:00
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Murray,Janice,,(416) 253-4475,25-Aug-15,3:13:00
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Green Party of Canada,Le Parti Vert du Canada,Salewsky,Angela,,(416) 259-9154,11-Sep-15,12:34:00
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,New Democratic Party,Nouveau Parti démocratique,Trotter,Phil,,(647) 346-1955,21-Aug-15,4:30:00
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Conservative Party of Canada,Parti conservateur du Canada,Trottier,Bernard,,(416) 237-0505,23-Aug-15,10:00:00
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,White,Liz,,(416) 462-9541,11-Sep-15,12:38:00
35029,Etobicoke North,Etobicoke-Nord,Green Party of Canada,Le Parti Vert du Canada,Ayub,Akhtar,,(647) 239-4790,28-Aug-15,2:25:00
35029,Etobicoke North,Etobicoke-Nord,Conservative Party of Canada,Parti conservateur du Canada,Dada,Toyin,,(647) 496-6521,20-Aug-15,2:40:00
35029,Etobicoke North,Etobicoke-Nord,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Di Carlo,Anna,,(416) 253-4475,25-Aug-15,4:55:00
35029,Etobicoke North,Etobicoke-Nord,Liberal Party of Canada,Parti libéral du Canada,Duncan,Kirsty,,(416) 775-9249,1-Sep-15,4:02:00
35029,Etobicoke North,Etobicoke-Nord,New Democratic Party,Nouveau Parti démocratique,Hassan,Faisal,,(416) 747-8683,20-Aug-15,1:07:00
35029,Etobicoke North,Etobicoke-Nord,No Affiliation,Aucune appartenance,Szebik,George,,(416) 244-0853,26-Aug-15,2:50:00
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,New Democratic Party,Nouveau Parti démocratique,DiLivio,Mike,,,28-Aug-15,2:50:00
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Liberal Party of Canada,Parti libéral du Canada,Stebbing,Jennifer,,(289) 799-1092,14-Sep-15,11:00:00
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Conservative Party of Canada,Parti conservateur du Canada,Sweet,David,,(905) 388-5944,17-Aug-15,10:10:00
